undef Goalkeeper
undef Defender
Central Defender
undef Libero
undef Full-back
Left Full-back
Right Full-back
undef Wing-back
Left Wing-back
Right Wing-back
undef Midfielder
Central Midfielder
Left Winger
Right Winger
Left Forward
Central Forward
Right Forward
undef Striker
